pano,ons_const_id,constituency_name,Con_Margin,intermediate_step,Incumbency_Status,country,region,constituency_type,winner_15,con_15,lab_15,ld_15,snp_15,pc_15,ukip_15,green_15,other_15,majority_15,turnout_15,con_vote_15,lab_vote_15,ld_vote_15,snp_vote_15,pc_vote_15,ukip_vote_15,green_vote_15,bnp_vote_15,total_vote_15,rejected_vote_15,electorate_15,seat_change_1015,con_1015,lab_1015,ld_1015,snp_1015,pc_1015,ukip_1015,green_1015,winner_10,con_10,lab_10,ld_10,snp_10,pc_10,ukip_10,green_10,bnp_10,majority_10,turn_10,con_vote_10,lab_vote_10,ld_vote_10,snp_vote_10,pc_vote_10,ukip_vote_10,green_vote_10,bnp_vote_10,total_vote_10,electorate_10,con_ppc_,con_ppc_sex,con_ppc_race,lab_ppc_,lab_ppc_sex,lab_ppc_race,ld_ppc_,ld_ppc_sex,ld_ppc_race,ukip_ppc_,ukip_ppc_sex,ukip_ppc_race,snp_ppc_,snp_ppc_sex,snp_ppc_race,pc_ppc_,pc_ppc_sex,pc_ppc_race,green_ppc_,green_ppc_sex,green_ppc_race,con_long_spend_percent,con_short_spend_percent,lab_long_spend_percent,lab_short_spend_percent,ldlong_spend_percent,ldshort_spend_percent,snplong_spend_percent,snpshort_spend_percent,pclong_spend_percent,pcshort_spend_percent,ukiplong_spend_percent,ukipshort_spend_percent,green_long_spend_percent,green_short_spend_percent
525,E14000957,Southend West,16.67,1,1,England,East of England,Borough,Conservative,49.82138444,18.31989036,9.276775484,NA,NA,17.53128581,4.679952369,0.370711541,31.50149408,66.55451881,22175,8154,4129,NA,NA,7803,2083,NA,44509,145,66876,NA,3.761384439,4.899890359,-20.11322452,NA,NA,13.60128581,3.199952369,Conservative,46.06,13.42,29.39,NA,NA,3.93,1.48,3.06,16.7,65.5,20086,5850,12816,NA,NA,1714,644,1333,43606,66918,"Amess, David Anthony Andrew",Man,White,"Ware-Lane, Julian Gabriel St John",Man,White,"Collins, Paul",Man,White,"Otridge, Brian",Man,White,NA,NA,NA,NA,NA,NA,"Fuller, Jon",Man,White,2.93,83.42,0.96,11.97,0.15,43.46,NA,NA,NA,NA,6.09,8.2,7.37,5.93
526,E14000958,Southport,-13.77,1,-1,England,North West,Borough,Liberal Democrat,27.95854969,19.20137865,30.95621414,NA,NA,16.84542301,2.789052402,2.2493821,2.997664452,65.50366872,12330,8468,13652,NA,NA,7429,1230,NA,44101,171,67326,NA,-7.881450307,9.791378654,-18.65378586,NA,NA,11.70542301,2.789052402,Liberal Democrat,35.84,9.41,49.61,NA,NA,5.14,0,NA,13.8,65.1,15683,4116,21707,NA,NA,2251,NA,NA,43757,67200,"Moore, Damien",Man,White,"Savage, Liz",Woman,White,"Pugh, John David",Man,White,"Durrance, Terry",Man,White,NA,NA,NA,NA,NA,NA,"Rankin, Laurence George",Man,White,16.18,0,0,0,0,0,NA,NA,NA,NA,0,11.57,0,0
527,E14000959,Spelthorne,21.18,1,1,England,South East,Borough,Conservative,49.68723894,18.57006051,6.444711587,NA,NA,20.8520956,3.512704008,0.933189348,28.83514334,68.55374902,24386,9114,3163,NA,NA,10234,1724,NA,49079,191,71592,NA,2.627238941,2.100060515,-19.43528841,NA,NA,12.3820956,3.512704008,Conservative,47.06,16.47,25.88,NA,NA,8.47,0,NA,21.2,67.1,22261,7789,12242,NA,NA,4009,NA,NA,47304,70479,"Kwarteng, Kwasi",Man,BME,"Geach, Rebecca",Woman,White,"Shimell, Rosie",Woman,White,"Cunningham, Redvers Paul",Man,White,NA,NA,NA,NA,NA,NA,"Jacobs, Paul John",Man,White,25.51,33.02,1.98,26.47,1.34,10.15,NA,NA,NA,NA,4.47,40.49,0,2.62
528,E14000965,Stafford,10.86,1,1,England,West Midlands,County,Conservative,48.40568417,29.58763098,2.764164291,NA,NA,12.90421802,2.850288105,3.488014436,18.81805319,70.980278,23606,14429,1348,NA,NA,6293,1390,NA,48767,173,68705,NA,4.525684172,-3.43236902,-13.57583571,NA,NA,9.464218016,1.730288105,Conservative,43.88,33.02,16.34,NA,NA,3.44,1.12,2.2,10.9,71.2,22047,16587,8211,NA,NA,1727,564,1103,50239,70667,"Lefroy, Jeremy John Elton",Man,White,"Godfrey, Kate",Woman,White,"Miller, Keith",Man,White,"Whitfield, Edward",Man,White,NA,NA,NA,NA,NA,NA,"Shone, Mike",Man,White,56.9,75.07,7.41,68.98,0,4.63,NA,NA,NA,NA,2.83,4.85,0,2.74
529,E14000966,Staffordshire Moorlands,15.26,1,1,England,West Midlands,County,Conservative,51.11888605,27.22896659,4.130368422,NA,NA,14.64296616,2.878812783,NA,23.88991946,67.48700558,21770,11596,1759,NA,NA,6236,1226,NA,42587,126,63104,NA,5.948886045,-2.681033414,-12.61963158,NA,NA,6.472966163,2.878812783,Conservative,45.17,29.91,16.75,NA,NA,8.17,0,NA,15.3,70.6,19793,13104,7338,NA,NA,3580,NA,NA,43815,62137,"Bradley, Karen Anne",Woman,White,"McGuinness, Trudie Anne",Woman,White,"Redfern, John Phillip",Man,White,"Langley-Poole, George",Man,White,NA,NA,NA,NA,NA,NA,"Smith, Brian Geoffrey",Man,White,39.76,98.59,9.66,77.53,0.11,7.21,NA,NA,NA,NA,0,0,0.54,0.68
530,E14000945,South Staffordshire,32.89,1,1,England,West Midlands,County,Conservative,59.43384814,18.36162748,2.919472559,NA,NA,16.66801081,2.61704101,NA,41.07222065,68.15627104,29478,9107,1448,NA,NA,8267,1298,NA,49598,153,72771,NA,6.233848139,-1.948372515,-13.79052744,NA,NA,11.20801081,2.61704101,Conservative,53.2,20.31,16.71,NA,NA,5.46,0,3.82,32.9,68.7,26834,10244,8427,NA,NA,2753,NA,1928,50440,73849,"Williamson, Gavin Alexander",Man,White,"McElduff, Kevin David",Man,White,"Woodthorpe-Browne, Robert",Man,White,"Jones, Lyndon",Man,White,NA,NA,NA,NA,NA,NA,"McIlvenna, Claire",Woman,White,3.23,70.82,0.24,7.15,0,3.58,NA,NA,NA,NA,1.41,0,0,0
531,E14000967,Stalybridge and Hyde,-6.71,1,-1,England,North West,County,Labour,28.6615977,44.95540284,3.060876346,NA,NA,18.81366672,4.508456402,NA,16.29380514,57.50522023,11761,18447,1256,NA,NA,7720,1850,NA,41034,201,71357,NA,-4.228402301,5.355402837,-13.97912365,NA,NA,15.53366672,2.848456402,Labour,32.89,39.6,17.04,NA,NA,3.28,1.66,5.53,6.7,59.2,13445,16189,6965,NA,NA,1342,679,2259,40879,69608,"Riley, Martin Stanley",Man,White,"Reynolds, Jonathan Neil",Man,White,"Flynn, Peter Anthony",Man,White,"Mcmanus, Angela Louise",Woman,White,NA,NA,NA,NA,NA,NA,"Ross, Jenny",Woman,White,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0
532,E14000968,Stevenage,8.01,1,1,England,East of England,County,Conservative,44.54277286,34.17644721,3.309692671,NA,NA,14.36013306,2.864076654,0.74687755,10.36632566,67.70684307,21291,16336,1582,NA,NA,6864,1369,NA,47799,127,70597,NA,3.132772861,0.776447206,-13.33030733,NA,NA,9.870133057,2.864076654,Conservative,41.41,33.4,16.64,NA,NA,4.49,0,2.26,8,64.8,18491,14913,7432,NA,NA,2004,NA,1007,44651,68937,"McPartland, Stephen Anthony",Man,White,"Taylor, Sharon Jane",Woman,White,"Van De Ven, Susan Elizabeth Kerr",Woman,White,"Collins, David",Man,White,NA,NA,NA,NA,NA,NA,"White, Graham Crawford",Man,White,0,93.32,0,79.84,0,5.01,NA,NA,NA,NA,0,82.32,1.49,7.65
534,E14000969,Stockport,-17.34,1,-1,England,North West,Borough,Labour,24.48989886,49.86506595,7.652147595,NA,NA,13.13021766,4.42129688,0.441373049,25.37516709,62.01842612,9710,19771,3034,NA,NA,5206,1753,NA,39649,135,63931,NA,-0.840101137,7.195065954,-17.3378524,NA,NA,10.93021766,2.69129688,Labour,25.33,42.67,24.99,NA,NA,2.2,1.73,3.07,17.3,61.6,9913,16697,9778,NA,NA,862,677,1201,39128,62879,"Hamilton, Daniel Robert",Man,White,"Coffey, Ann",Woman,White,"Hawthorne, Daniel John",Man,White,"Woolfe, Steven Marcus",Man,White,NA,NA,NA,NA,NA,NA,"Lawson, Gary Austin",Man,White,0,10.97,9.2,41.26,4.6,21.02,NA,NA,NA,NA,0,34.25,0,5.56
535,E14000970,Stockton North,-16.91,1,-1,England,North East,Borough,Labour,27.97250512,49.11677744,2.233959213,NA,NA,19.15796922,NA,1.518789012,21.14427232,59.84181714,11069,19436,884,NA,NA,7581,NA,NA,39571,212,66126,NA,2.032505117,6.266777438,-13.82604079,NA,NA,15.21796922,NA,Labour,25.94,42.85,16.06,NA,NA,3.94,0,4.36,16.9,58.6,10247,16923,6342,NA,NA,1556,NA,1724,39498,66752,"Daniels, Christopher John",Man,White,"Cunningham, Alex",Man,White,"Sycamore, Anthony Richard Adrian",Man,White,"Boylett, Mandy Susan",Woman,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.79,94.89,9.21,59.59,0.46,8.12,NA,NA,NA,NA,2.43,25.9,0,0
536,E14000971,Stockton South,0.66,1,1,England,North East,Borough,Conservative,46.76139545,37.0195185,2.637218372,NA,NA,10.57976331,1.837944282,1.164160086,9.741876943,68.96060497,24221,19175,1366,NA,NA,5480,952,NA,51797,147,75111,NA,7.831395448,-1.250481495,-12.47278163,NA,NA,7.649763307,1.837944282,Conservative,38.93,38.27,15.11,NA,NA,2.93,0,3.09,0.7,67.5,19577,19245,7600,NA,NA,1471,NA,1553,50284,73840,"Wharton, James Stephen",Man,White,"Baldock, Louise",Woman,White,"Durning, Drew",Man,White,"Strike, Ted",Man,White,NA,NA,NA,NA,NA,NA,"Lovell, Jacquie",Woman,White,89.81,91.93,90.18,99.1,0.55,14.73,NA,NA,NA,NA,1.95,2.47,0,0
537,E14000972,Stoke-on-Trent Central,-17.78,1,-1,England,West Midlands,Borough,Labour,22.54536096,39.31282975,4.169347574,NA,NA,22.6515249,3.612791147,7.70814567,16.66130485,51.26496685,7008,12220,1296,NA,NA,7041,1123,NA,31084,150,60634,NA,1.505360957,0.492829752,-17.51065243,NA,NA,18.3315249,3.612791147,Labour,21.04,38.82,21.68,NA,NA,4.32,0,7.71,17.1,53.2,6833,12605,7039,NA,NA,1402,NA,2502,32470,61003,"Marshall-Ascough, Liam Stephen",Man,White,"Hunt, Tristram",Man,White,"Ali, Zulfiqar",Man,BME,"Harold, Mick",Man,White,NA,NA,NA,NA,NA,NA,"Zablocki, Jan",Man,White,2.83,21.19,8.96,43.99,0,15.6,NA,NA,NA,NA,3.66,13.93,0,4.01
538,E14000973,Stoke-on-Trent North,-20.49,0,0,England,West Midlands,Borough,Labour,27.40466705,39.91566203,2.94148083,NA,NA,24.68567289,2.822476328,2.230040875,12.51099498,54.10845768,10593,15429,1137,NA,NA,9542,1091,NA,38654,168,71438,NA,3.574667046,-4.404337973,-14.76851917,NA,NA,18.50567289,2.822476328,Labour,23.83,44.32,17.71,NA,NA,6.18,0,7.95,20.5,55.8,9580,17815,7120,NA,NA,2485,NA,3196,40196,72054,"Adams, Ben",Man,BME,"Smeeth, Ruth Laurence",Woman,White,"Roberts, Paul David",Man,White,"Locke, Geoffrey Louis Edward",Man,White,NA,NA,NA,NA,NA,NA,"Adam, Sean Alexander",Man,White,5.81,22.68,7.66,62.01,0,0,NA,NA,NA,NA,0,38.38,0,0
539,E14000974,Stoke-on-Trent South,-10.36,1,-1,England,West Midlands,Borough,Labour,32.67957143,39.17201524,3.347226839,NA,NA,21.21870765,2.631242489,0.951236352,6.492443808,57.43343467,12780,15319,1309,NA,NA,8298,1029,NA,39107,159,68091,NA,4.279571432,0.41201524,-12.52277316,NA,NA,17.79870765,2.631242489,Labour,28.4,38.76,15.87,NA,NA,3.42,0,9.44,10.4,58.6,11316,15446,6323,NA,NA,1363,NA,3762,39852,68032,"Rich, Joe",Man,White,"Flello, Robert",Man,White,"Andras, Peter Meil",Man,White,"Mahmood, Tariq",Man,BME,NA,NA,NA,NA,NA,NA,"Bellamy, Luke Gavin Paul",Man,White,21.73,32.5,10.55,70,0,0,NA,NA,NA,NA,4.4,27.32,0,0
540,E14000975,Stone,28.14,1,1,England,West Midlands,County,Conservative,54.71497523,20.16329655,5.258233931,NA,NA,16.20207948,2.532372265,1.129042546,34.55167868,69.842142,25733,9483,2473,NA,NA,7620,1191,NA,47031,138,67339,NA,4.134975229,-0.526703451,-17.18176607,NA,NA,10.95207948,1.492372265,Conservative,50.58,20.69,22.44,NA,NA,5.25,1.04,NA,28.1,70.5,23890,9770,10598,NA,NA,2481,490,NA,47229,67062,"Cash, William",Man,White,"Hale, Sam",Man,White,"Lewis, Martin Win",Man,White,"Illsley, Andrew Ettorie",Man,White,NA,NA,NA,NA,NA,NA,"Naylon, Winslie",Woman,White,0,62.1,3.76,1.84,0,4.2,NA,NA,NA,NA,3.31,30.09,0,0.09
541,E14000976,Stourbridge,10.94,1,1,England,West Midlands,Borough,Conservative,46.04705729,31.50405179,3.341371744,NA,NA,16.88935236,2.218166808,NA,14.5430055,66.6343356,21195,14501,1538,NA,NA,7774,1021,NA,46029,103,69077,NA,3.37705729,-0.225948207,-13.02862826,NA,NA,12.43935236,1.388166808,Conservative,42.67,31.73,16.37,NA,NA,4.45,0.83,3.59,10.9,67.8,20153,14989,7733,NA,NA,2103,394,1696,47234,69637,"James, Margot Cathleen",Woman,White,"Lowe, Pete",Man,White,"Bramall, Christopher Ashley",Man,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kiever, Christian Davie",Man,White,47.33,88.39,43.15,81.77,0.46,10.44,NA,NA,NA,NA,1.22,27.32,0,0
543,E14000977,Stratford-on-Avon,22.45,1,1,England,West Midlands,County,Conservative,57.66532579,12.97537846,12.0134476,NA,NA,13.21051711,4.13533104,NA,44.45480868,72.1684618,29674,6677,6182,NA,NA,6798,2128,NA,51459,157,71304,NA,6.115325793,3.465378457,-17.0865524,NA,NA,9.560517111,3.09533104,Conservative,51.55,9.51,29.1,NA,NA,3.65,1.04,2.17,22.4,72.7,26052,4809,14706,NA,NA,1846,527,1097,50542,69517,"Zahawi, Nadhim",Man,BME,"Kenner, Jeff",Man,White,"Adams, Elizabeth Francesca",Woman,White,"Fila, Edward",Man,White,NA,NA,NA,NA,NA,NA,"Giles, Dominic Stephen George",Man,White,15.22,75.01,0,23.24,3.22,63.99,NA,NA,NA,NA,6.72,20.74,0.99,2.46
544,E14000978,Streatham,-24.47,1,-1,England,London,Borough,Labour,25.11365229,53.01904552,8.99405203,NA,NA,3.208299121,8.853864178,0.811086856,27.90539323,63.09690789,12540,26474,4491,NA,NA,1602,4421,NA,49933,155,79137,NA,6.803652294,10.23904552,-26.82594797,NA,NA,3.208299121,7.013864178,Labour,18.31,42.78,35.82,NA,NA,0,1.84,NA,7,62.8,8578,20037,16778,NA,NA,NA,861,NA,46837,74531,"Caddy, Kim",Woman,White,"Umunna, Chuka Harrison",Man,BME,"Ahmad, Amna",Woman,BME,"Machan, Bruce Anthony",Man,White,NA,NA,NA,NA,NA,NA,"Bartley, Jonathan",Man,White,10.05,30.94,25.37,96.63,6.21,45.79,NA,NA,NA,NA,0.07,0.29,5.94,22.45
545,E14000979,Stretford and Urmston,-19.9,1,-1,England,North West,Borough,Labour,27.84460829,53.03539861,2.936230759,NA,NA,10.92571034,4.714784633,0.543267365,25.19079032,67.20076493,12916,24601,1362,NA,NA,5068,2187,NA,46386,183,69026,NA,-0.845391713,4.445398612,-13.98376924,NA,NA,7.565710344,2.674784633,Labour,28.69,48.59,16.92,NA,NA,3.36,2.04,NA,19.9,64.1,12886,21821,7601,NA,NA,1508,916,NA,44910,70991,"Cooke, Lisa Jane",Woman,White,"Green, Kate",Woman,White,"Ankers, Catherine Louise",Woman,White,"Chapman, Kalvin Paul",Man,White,NA,NA,NA,NA,NA,NA,"Coggins, Geraldine Philomena",Woman,White,1.07,40.97,4.47,56.73,1.03,0.92,NA,NA,NA,NA,3.24,0,0,2.22
546,E14000980,Stroud,2.24,1,1,England,South West,County,Conservative,45.73077492,37.7299857,3.429849225,NA,NA,7.971193213,4.569295779,0.568901166,8.000789227,75.5102801,27813,22947,2086,NA,NA,4848,2779,NA,60819,121,80544,NA,4.890774922,-0.870014305,-12.02015078,NA,NA,5.731193213,1.909295779,Conservative,40.84,38.6,15.45,NA,NA,2.24,2.66,NA,2.2,74,23679,22380,8955,NA,NA,1301,1542,NA,57973,78305,"Carmichael, Neil",Man,White,"Drew, David Elliiott",Man,White,"Walker-Smith, Adrian Anthony",Man,White,"Stephens, Caroline Ann",Woman,White,NA,NA,NA,NA,NA,NA,"Lunnon, Sarah",Woman,White,99.09,96.63,69.14,97.5,0,17.51,NA,NA,NA,NA,12.63,24.44,0,0
547,E14000624,Central Suffolk and North Ipswich,25.81,1,1,England,East of England,County,Conservative,56.05021354,18.8078907,6.126938934,NA,NA,13.79023461,4.925215848,0.299506369,37.24232284,70.55148306,30317,10173,3314,NA,NA,7459,2664,NA,54089,145,76666,NA,5.270213537,2.637890699,-18.84306107,NA,NA,9.370234613,2.205215848,Conservative,50.78,16.17,24.97,NA,NA,4.42,2.72,NA,25.8,70.4,27125,8636,13339,NA,NA,2361,1452,NA,53420,75786,"Poulter, Daniel",Man,White,"Abbott, Jack Simon",Man,White,"Neal, Jonathan",Man,White,"Cole, Mark Robert",Man,White,NA,NA,NA,NA,NA,NA,"Griffiths, Rhodri",Man,White,27.65,77.99,0.1,16.53,0,6.75,NA,NA,NA,NA,2.71,4.73,0,0
548,E14000981,Suffolk Coastal,16.63,1,1,England,East of England,County,Conservative,51.90308307,18.01093643,8.592653884,NA,NA,15.56822679,5.925099831,NA,33.89214663,71.44289092,28855,10013,4777,NA,NA,8655,3294,NA,55594,168,77816,NA,5.493083067,1.960936432,-21.18734612,NA,NA,9.818226787,3.915099831,Conservative,46.41,16.05,29.78,NA,NA,5.75,2.01,NA,16.6,71.6,25475,8812,16347,NA,NA,3156,1103,NA,54893,77072,"Coffey, Therese Ann",Woman,White,"Whiting, Russell",Man,White,"Sandbach, James Peter Charles",Man,White,"Pitcher, Daryll",Man,White,NA,NA,NA,NA,NA,NA,"Smith-Lyte, Rachel Ann",Woman,White,15.56,43.75,0.15,13.02,7.62,6.26,NA,NA,NA,NA,1.06,34.81,0.14,0
549,E14000946,South Suffolk,16.9,0,0,England,East of England,County,Conservative,53.06798698,19.26715087,7.790856725,NA,NA,15.21374766,4.340455045,0.319802724,33.80083611,70.30039547,27546,10001,4044,NA,NA,7897,2253,NA,51907,179,73836,NA,5.317986977,4.937150866,-23.05914328,NA,NA,8.143747664,4.340455045,Conservative,47.75,14.33,30.85,NA,NA,7.07,0,NA,16.9,70.9,24550,7368,15861,NA,NA,3637,NA,NA,51416,72498,"Cartlidge, James Roger",Man,White,"Basham, Jane",Woman,White,"Weaver, Grace Naomi",Woman,White,"Whalley, Steven",Man,White,NA,NA,NA,NA,NA,NA,"Lindsay, Robert James",Man,White,17.7,47.1,14.19,23.45,2.97,11.35,NA,NA,NA,NA,4.66,12.8,0,3.48
550,E14001034,West Suffolk,27.14,1,1,England,East of England,County,Conservative,52.16932077,17.47643809,5.006906077,NA,NA,21.73383165,3.613503412,NA,30.43548911,64.6106197,25684,8604,2465,NA,NA,10700,1779,NA,49232,197,76198,NA,1.609320767,2.736438089,-18.41309392,NA,NA,15.31383165,3.613503412,Conservative,50.56,14.74,23.42,NA,NA,6.42,0,2.97,27.1,64.6,24312,7089,11262,NA,NA,3085,NA,1428,48089,74374,"Hancock, Matthew",Man,White,"Jefferys, Michael",Man,White,"Tealby-Watson, Elfreda",Woman,White,"Flood, Julian",Man,White,NA,NA,NA,NA,NA,NA,"Pettitt, Niall L'Estrange",Man,White,10.3,61.85,2.85,22.47,0,6.88,NA,NA,NA,NA,0,9.65,0,0
551,E14000982,Sunderland Central,-15.84,1,-1,England,North East,Borough,Labour,23.41841866,50.18677266,2.645946075,NA,NA,19.14898712,4.085053398,0.514822087,26.76835401,57.24742975,9780,20959,1105,NA,NA,7997,1706,NA,41762,166,72950,NA,-6.651581342,4.276772664,-14.28405392,NA,NA,16.56898712,4.085053398,Labour,30.07,45.91,16.93,NA,NA,2.58,0,4.51,15.8,57,12770,19495,7191,NA,NA,1094,NA,1913,42463,74485,"Townsend, Jeffrey Guy",Man,White,"Elliott, Julie",Woman,White,"Page, Adrian",Man,NA,"Foster, Bryan George",Man,White,NA,NA,NA,NA,NA,NA,"Featherstone, Rachel Sarah",Woman,White,0,14.19,5.58,67.13,0,1.2,NA,NA,NA,NA,0,6.67,0,0
552,E14000681,East Surrey,30.88,1,1,England,South East,County,Conservative,57.41404203,11.81220256,9.249059765,NA,NA,17.02760993,3.848279058,0.648806659,40.3864321,70.43337434,32211,6627,5189,NA,NA,9553,2159,NA,56103,161,79654,NA,0.66404203,2.802202556,-16.62094023,NA,NA,10.12760993,3.848279058,Conservative,56.75,9.01,25.87,NA,NA,6.9,0,NA,30.9,71.1,31007,4925,14133,NA,NA,3770,NA,NA,54640,76885,"Gyimah, Sam",Man,BME,"Wilson, Matt",Man,White,"Lee, David John",Man,White,"Windsor, Helena Mary",Woman,White,NA,NA,NA,NA,NA,NA,"Dodgson, Nicola",Woman,White,29.04,68.29,0,18.56,2.52,20.64,NA,NA,NA,NA,6.51,25.93,0.96,0.96
553,E14000983,Surrey Heath,31.81,1,1,England,South East,County,Conservative,59.85927137,11.20684904,9.070198968,NA,NA,14.28965112,4.409252081,1.164777425,45.56962025,68.45375086,32582,6100,4937,NA,NA,7778,2400,NA,54431,252,79515,NA,2.219271371,0.986849038,-16.75980103,NA,NA,7.979651118,4.409252081,Conservative,57.64,10.22,25.83,NA,NA,6.31,0,NA,31.8,70,31326,5552,14037,NA,NA,3432,NA,NA,54347,78107,"Gove, Michael Andrew",Man,White,"Atroshi, Laween",Man,BME,"Barker, Ann-Marie",Woman,White,"Chapman, Paul John",Man,White,NA,NA,NA,NA,NA,NA,"Lawson, Kimberley Jane",Woman,White,11.46,46.93,1.86,0.24,0,23.13,NA,NA,NA,NA,2.05,10.61,0,2.95
554,E14000953,South West Surrey,28.5,1,1,England,South East,County,Conservative,59.87324708,9.480207987,6.278121116,NA,NA,9.879374639,5.436019538,9.05302964,49.99387244,73.65631609,34199,5415,3586,NA,NA,5643,3105,NA,57119,247,77548,NA,1.183247081,3.510207987,-23.91187888,NA,NA,7.279374639,4.226019538,Conservative,58.69,5.97,30.19,NA,NA,2.6,1.21,1.12,28.5,73.4,33605,3419,17287,NA,NA,1486,690,644,57259,76501,"Hunt, Jeremy Richard Streynsham",Man,White,"Kaye, Howard James",Man,White,NA,NA,NA,"Webber, Mark Adrian",Man,White,NA,NA,NA,NA,NA,NA,"Ryland, Susan Mary",Woman,White,28.42,75.89,2.94,9.05,5.87,0,NA,NA,NA,NA,14.47,42.22,0,3.46
555,E14000817,Mid Sussex,13.25,1,1,England,South East,County,Conservative,56.12606971,13.88367077,11.48681556,NA,NA,11.99819105,4.266680582,2.238572323,42.24239894,70.94799714,32268,7982,6604,NA,NA,6898,2453,NA,57492,252,81034,NA,5.406069714,7.283670772,-25.98318444,NA,NA,9.448191053,3.116680582,Conservative,50.72,6.6,37.47,NA,NA,2.55,1.15,1.04,13.3,72.4,28329,3689,20927,NA,NA,1423,645,583,55855,77199,"Soames, Nicholas",Man,White,"Mountain, Greg",Man,White,"Cooper, Daisy",Woman,White,"Brothers, Toby",Man,White,NA,NA,NA,NA,NA,NA,"Diboll, Miranda",Woman,White,7.56,52.3,1.56,9.6,0.59,12.88,NA,NA,NA,NA,2.27,84.89,0,3.1
556,E14000984,Sutton and Cheam,-3.31,1,-1,England,London,Borough,Conservative,41.54293157,11.11311492,33.68600341,NA,NA,10.70233444,2.106001403,0.849614267,7.856928164,72.08788352,20732,5546,16811,NA,NA,5341,1051,NA,49905,116,69228,Conservative gain from Liberal Democrat,-0.81706843,4.153114918,-11.98399659,NA,NA,8.742334435,1.596001403,Liberal Democrat,42.36,6.96,45.67,NA,NA,1.96,0.51,2.09,3.3,72.8,20548,3376,22156,NA,NA,950,246,1014,48508,66658,"Scully, Paul Stuart",Man,White,"Brothers, Emily Adria Melanie",Woman,White,"Burstow, Paul Kenneth",Man,White,"Dalgleish, Angus (Gus)",Man,White,NA,NA,NA,NA,NA,NA,"Tomlinson, Maeve",Woman,White,87.82,96.94,3.3,24.39,90.33,90.01,NA,NA,NA,NA,3.27,22.91,0.06,3.17
557,E14000985,Sutton Coldfield,33.61,1,1,England,West Midlands,Borough,Conservative,54.63090416,22.34829119,5.165768671,NA,NA,14.72647186,2.804105872,0.324458253,32.28261297,67.84513581,27782,11365,2627,NA,NA,7489,1426,NA,50854,173,74956,NA,0.660904157,1.988291187,-12.85423133,NA,NA,11.58647186,1.744105872,Conservative,53.97,20.36,18.02,NA,NA,3.14,1.06,3.46,33.6,67.9,27303,10298,9117,NA,NA,1587,535,1749,50589,74489,"Mitchell, Andrew John Bower",Man,White,"Pocock, Robert Leonard",Man,White,"Brighton-Knight, Richard Adrian",Man,White,"Brown, Marcus John",Man,White,NA,NA,NA,NA,NA,NA,"Ratcliff, David Martin",Man,White,20.29,0,0,18.8,0.68,5.6,NA,NA,NA,NA,5.54,0,0,4.16
560,E14000851,North Swindon,14.03,1,1,England,South West,County,Conservative,50.33306535,27.77267333,3.261743425,NA,NA,15.33440527,3.29811263,NA,22.56039202,64.5098354,26295,14509,1704,NA,NA,8011,1723,NA,52242,148,80983,NA,5.78306535,-2.747326672,-13.96825658,NA,NA,11.67440527,2.32811263,Conservative,44.55,30.52,17.23,NA,NA,3.66,0.97,3.07,14,64.2,22408,15348,8668,NA,NA,1842,487,1542,50295,78384,"Tomlinson, Justin Paul",Man,White,"Dempsey, Mark",Man,White,"Ellard, Janet Katherine Olive",Woman,White,"Faulkner, James",Man,White,NA,NA,NA,NA,NA,NA,"Hebden-Leeder, Poppy",Woman,White,50.77,61.3,0,0,0,5.65,NA,NA,NA,NA,0,0,0,0
561,E14000947,South Swindon,7.52,1,1,England,South West,County,Conservative,46.23551144,34.49241824,3.688366523,NA,NA,12.01713253,3.56657126,NA,11.74309319,66.63825988,22777,16992,1817,NA,NA,5920,1757,NA,49263,147,73926,NA,4.455511439,0.232418245,-13.94163348,NA,NA,7.707132534,2.25657126,Conservative,41.78,34.26,17.63,NA,NA,4.31,1.31,NA,7.5,64.9,19687,16143,8305,NA,NA,2029,619,NA,47119,72619,"Buckland, Robert James",Man,White,"Snelgrove, Anne",Woman,White,"Hooton, Damon John",Man,White,"Short, John",Man,White,NA,NA,NA,NA,NA,NA,"Kimberley-Fairbourn, Talis",Woman,White,32.05,59.36,62.79,82.15,0,5.89,NA,NA,NA,NA,0,0,0,0
562,E14000986,Tamworth,13.13,1,1,England,West Midlands,County,Conservative,50.04027642,26.0821639,3.024971383,NA,NA,18.49959724,2.352991054,NA,23.95811252,65.59870955,23606,12304,1427,NA,NA,8727,1110,NA,47174,105,71913,NA,4.260276423,-6.567836096,-13.17502862,NA,NA,13.63959724,2.352991054,Conservative,45.78,32.65,16.2,NA,NA,4.86,0,NA,13.1,63.8,21238,15148,7516,NA,NA,2253,NA,NA,46390,71962,"Pincher, Christopher John",Man,White,"Dean, Carol Ann",Woman,White,"Pinkett, Jenny",Woman,White,"Higgins, Jan",Woman,White,NA,NA,NA,NA,NA,NA,"Holmes, Nicola",Woman,White,33.66,72.83,0,61.3,0,3.59,NA,NA,NA,NA,0.17,4.27,0.06,0
